,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clusters,uri,song,artist
0,0.371,0.408,8,-9.067,1,0.0369,0.2,0.0,0.119,0.347,164.505,10,spotify:track:05rR8Z0goKbsUdC69wBmh7,Annie,James Blunt
0,0.516,0.478,9,-8.336,0,0.0247,0.584,1.35e-05,0.0632,0.198,78.168,15,spotify:track:1hTqK9VDRqmg3JKwWLQVpu,I Can't Hear the Music,James Blunt
0,0.539,0.564,1,-5.832,0,0.0262,0.318,0.0,0.0986,0.262,80.972,6,spotify:track:18T1siE6uYCjvb1Xre2jrA,"Love, Love, Love",James Blunt
0,0.432,0.83,2,-5.694,0,0.037,0.061,0.00221,0.971,0.487,126.666,0,spotify:track:7M61hD7rsYCnqdNP7s7mfO,Cuz I Love You - Live from Glastonbury 2008,James Blunt
0,0.512,0.253,3,-15.098,1,0.0387,0.951,0.0143,0.108,0.49,84.009,5,spotify:track:33IG0w7pstkRU8xwElv7b8,Young Folks - From Jo While Live Lounge,James Blunt
0,0.391,0.853,0,-3.602,0,0.0568,0.395,5.53e-06,0.719,0.57,147.415,0,spotify:track:2BQ9ZUMnUCLPcOsx4U7zuQ,Breakfast in America - Live,James Blunt
0,0.39,0.643,5,-5.485,1,0.0308,0.495,0.0,0.968,0.171,95.102,0,spotify:track:6j3jR4m950toImmgJMD0pc,Give Me Some Love - iTunes Live London Festival '08,James Blunt
0,0.406,0.563,2,-7.088,1,0.036,0.552,0.0,0.723,0.368,144.432,8,spotify:track:7DqtM0q5cM49gmgJgOiJ07,Carry You Home - iTunes Live London Festival '08,James Blunt
0,0.311,0.701,8,-5.433,1,0.0482,0.223,0.0,0.683,0.33,177.883,0,spotify:track:1lW5vYvWvI4SBK2CgCiiLP,I'll Take Everything - iTunes Live London Festival '08,James Blunt
0,0.571,0.403,0,-9.191,1,0.0449,0.869,0.0,0.917,0.205,116.553,8,spotify:track:00hzrmyVA4v9CJA2ZCapEP,I Really Want You - iTunes Live London Festival '08,James Blunt
0,0.304,0.324,0,-8.936,1,0.0576,0.957,3.06e-06,0.694,0.0692,73.221,8,spotify:track:5aoxskuFMCvejQXoUqj8MM,One of the Brightest Star - iTunes Live London Festival '08,James Blunt
0,0.344,0.498,10,-6.285,1,0.0298,0.636,0.0,0.685,0.206,144.753,8,spotify:track:4nAoITwjXrY0sda5yRyGek,Same Mistake - iTunes Live London Festival '08,James Blunt
0,0.471,0.748,4,-5.402,1,0.0327,0.0311,0.0,0.159,0.342,179.862,10,spotify:track:7MnJN26RXzWpjfTLfT5gRT,Primavera in anticipo (It Is My Song) [duet with James Blunt],Laura Pausini
0,0.754,0.884,1,-2.248,0,0.0611,0.16,0.00123,0.0331,0.552,123.954,13,spotify:track:537NujsjtqRTplRen58g3a,Raising Hell - The Wild Remix,Kesha
0,0.469,0.188,11,-17.602,0,0.0733,0.914,1.11e-06,0.141,0.381,78.381,15,spotify:track:52jRs9Al75OHR38ryCGriF,The Beginning (Interlude),Alicia Keys
0,0.511,0.881,11,-3.631,0,0.341,0.0349,0.0,0.648,0.565,187.175,11,spotify:track:3E8xWP3NjvbmCZKMoyDmyN,The Gospel,Alicia Keys
0,0.753,0.83,10,-3.964,0,0.201,0.0239,0.011,0.115,0.628,91.025,9,spotify:track:4nnT6Y1w3H6G0f4UCp0XMw,Pawn It All,Alicia Keys
0,0.756,0.364,5,-12.828,1,0.906,0.957,0.0,0.28,0.708,90.671,3,spotify:track:3loQAf6FXFO8aOSf9L6hhi,Elaine Brown (Interlude),Alicia Keys
0,0.751,0.405,9,-6.794,0,0.0612,0.898,1.26e-06,0.151,0.316,91.983,15,spotify:track:35Ex7EYdbjf3EacTCSO50T,Kill Your Mama,Alicia Keys
0,0.5,0.581,6,-8.481,1,0.144,0.0681,0.0184,0.305,0.463,87.559,2,spotify:track:1zKyJfxrlsCduOT4MLVcin,She Don't Really Care_1 Luv,Alicia Keys
0,0.54,0.272,10,-19.055,1,0.548,0.826,0.0,0.209,0.593,76.025,3,spotify:track:3d6ks7Y3AYPQli4Nf0ME6w,Elevate (Interlude),Alicia Keys
0,0.475,0.356,10,-8.452,0,0.0515,0.13,0.00385,0.0949,0.337,37.442,15,spotify:track:0Dg3f2QML7eS1snW5Ra6A4,Illusion Of Bliss,Alicia Keys
0,0.721,0.518,9,-7.619,1,0.0719,0.0658,0.000113,0.069,0.231,96.988,2,spotify:track:1XqmT8YeOSC9PFml0dsuqZ,Blended Family (What You Do For Love),Alicia Keys
0,0.495,0.391,11,-9.061,1,0.335,0.18,0.0,0.599,0.674,173.599,0,spotify:track:2dz2ViEbnPdJcArhYWVnKk,Work On It,Alicia Keys
0,0.72,0.429,1,-10.549,1,0.875,0.836,0.0,0.696,0.778,64.294,3,spotify:track:26jyn1Gdpa3UyQmacP7JGi,Cocoa Butter (Cross & Pic Interlude),Alicia Keys
0,0.696,0.848,7,-4.724,0,0.165,0.00238,0.0,0.0918,0.871,88.64,9,spotify:track:6tKbVz8IkwbXzCq44HapGA,Girl Can't Be Herself,Alicia Keys
0,0.767,0.311,9,-14.161,1,0.931,0.443,0.0,0.099,0.937,76.822,3,spotify:track:2Zco0xQypKZYtVI3SZUzyj,You Glow (Interlude),Alicia Keys
0,0.578,0.844,8,-3.832,0,0.184,0.208,1.64e-05,0.224,0.66,83.649,9,spotify:track:0VijvMojRtMnarItVR2lGB,More Than We Know,Alicia Keys
0,0.442,0.448,1,-11.031,1,0.139,0.0784,0.0023,0.119,0.452,185.747,10,spotify:track:2OV09S22nFa72hVN0udIHJ,Where Do We Begin Now,Alicia Keys
0,0.605,0.571,9,-8.637,0,0.117,0.288,3.12e-06,0.0894,0.278,132.048,6,spotify:track:5hay4BEpxXcd0XACpnzbyE,Holy War,Alicia Keys
0,0.429,0.499,5,-6.894,0,0.039,0.101,9.73e-06,0.196,0.262,124.879,6,spotify:track:4JFfgqtbG9SQdQoBj3FftB,Hallelujah,Alicia Keys
0,0.534,0.683,5,-6.353,0,0.107,0.0191,0.0,0.0439,0.332,119.085,6,spotify:track:2gfVlWaXINQX7sipBZ0QJD,In Common,Alicia Keys
0,0.585,0.409,8,-6.957,1,0.0293,0.315,0.0,0.0873,0.284,78.983,2,spotify:track:1YrZuuVG0vZWvsahkSx5WC,Hello,Adele
0,0.555,0.881,7,-4.604,0,0.0642,0.0479,0.0,0.351,0.663,91.883,9,spotify:track:3tVWNz4KU84L6HxsAOhEzm,We Cry,The Script
0,0.588,0.928,8,-4.231,0,0.0435,0.141,0.0,0.655,0.405,115.097,0,spotify:track:5peF74pOIk22J1yoA3pNjH,Before the Worst,The Script
0,0.532,0.909,0,-3.912,1,0.0421,0.0526,0.0,0.158,0.42,135.97,18,spotify:track:7IZMe2wZI724kqv5NEywDc,Talk You Down,The Script
0,0.609,0.629,10,-5.024,1,0.0264,0.425,0.0,0.0978,0.325,99.955,2,spotify:track:7yOCeIKV81dOUwK8pPbnuc,The Man Who Can't Be Moved,The Script
0,0.63,0.698,10,-4.51,1,0.0244,0.173,0.0,0.0789,0.529,94.023,16,spotify:track:4pU22L9pjrPnIaP2WzIs72,Breakeven,The Script
0,0.523,0.932,8,-3.359,1,0.0374,0.00698,0.0,0.328,0.844,152.043,4,spotify:track:0eQm5pZcfCxq6wC71oPD3e,Rusty Halo,The Script
0,0.502,0.613,8,-5.746,0,0.0255,0.0979,0.0,0.116,0.0698,109.989,6,spotify:track:1Cgj13c17yrWZSHNOAD2gW,The End Where I Begin,The Script
0,0.558,0.842,10,-4.381,0,0.034,0.117,0.0,0.0672,0.491,123.048,6,spotify:track:17YlWgkVrVBsIjqL4fbv4w,Fall for Anything,The Script
0,0.393,0.759,5,-4.428,1,0.0455,0.0955,0.0,0.187,0.598,86.503,18,spotify:track:1XtyZhmWxgRwMwRZNM5eLz,If You See Kay,The Script
0,0.648,0.353,5,-10.291,1,0.0273,0.83,1.32e-05,0.129,0.0609,104.93,5,spotify:track:46VpQlh92sQrXQ5PdSmPkW,I'm Yours,The Script
0,0.715,0.365,10,-14.553,0,0.962,0.783,0.0,0.391,0.692,124.335,3,spotify:track:0DmEYazgfO5sB5NwBHxVnW,Interview for Napster Germany,The Script
0,0.288,0.662,9,-10.482,1,0.0347,0.0102,0.944,0.498,0.254,131.056,12,spotify:track:3Uwk9OS6sE5jphtvXbpHQ5,Life in Technicolor,Coldplay
0,0.437,0.806,10,-7.693,0,0.0353,0.0054,0.00822,0.1,0.271,109.109,6,spotify:track:7HMO6E1R5JcJdbHHdpl2Xo,Cemeteries of London,Coldplay
0,0.359,0.779,7,-7.52,1,0.0412,0.0057,0.837,0.379,0.582,86.951,12,spotify:track:4oak8ZWxbhdO7IvPI2mV6w,Lost!,Coldplay
0,0.309,0.636,5,-7.202,0,0.0344,0.221,0.00281,0.102,0.177,141.382,6,spotify:track:0l2pZLrUsBUoTXJmgyFZac,42,Coldplay
0,0.202,0.733,7,-7.599,1,0.0446,0.0427,0.696,0.243,0.0728,118.217,12,spotify:track:61RrnbTuH7eVElVUNb7tGF,Lovers in Japan,Coldplay
0,0.162,0.807,6,-6.277,1,0.0538,0.00884,0.358,0.187,0.227,161.577,10,spotify:track:3EA4xo2joRMCyxUPceiHc7,Yes,Coldplay
0,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,6,spotify:track:5b9q8bNcTvL8tJubExIF5P,Viva La Vida,Coldplay
0,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,6,spotify:track:1nwXuPVEGNgyuEGfY6adye,Violet Hill,Coldplay
0,0.378,0.663,1,-10.476,1,0.0458,0.00722,0.797,0.191,0.428,173.136,12,spotify:track:076CSfDMWIuR8YNmhF7hrl,Strawberry Swing,Coldplay
0,0.218,0.296,8,-10.61,1,0.0312,0.695,0.727,0.164,0.0792,129.93,7,spotify:track:1RBFolQ1K11MtRvaBSxKO3,Death and All His Friends,Coldplay
0,0.472,0.909,9,-7.073,1,0.0391,0.00158,5.16e-05,0.248,0.278,131.051,2,spotify:track:3J9wgjMKIiIaWgclPBsviR,Life in Technicolor ii,Coldplay
0,0.46,0.164,10,-19.387,1,0.048,0.99,0.953,0.146,0.189,126.704,7,spotify:track:41A1n6JHOXCJw1cpcYuSdd,Postcards from Far Away,Coldplay
0,0.152,0.695,2,-8.299,1,0.0318,0.000433,0.0618,0.334,0.237,157.167,10,spotify:track:7p3akKMVvupU00X8Yzs8bD,Glass of Water,Coldplay
0,0.375,0.677,8,-6.964,1,0.0292,0.0765,0.00271,0.126,0.652,137.994,10,spotify:track:2qww0QRqwaomeP1WphMsbQ,Rainy Day,Coldplay
0,0.285,0.279,2,-11.992,1,0.0292,0.401,0.00428,0.193,0.0942,146.4,17,spotify:track:6yNLCB3fZkzWHufmyQVI1F,Prospekt's March / Poppyfields,Coldplay
0,0.257,0.805,7,-7.025,1,0.0559,0.0081,0.494,0.357,0.39,175.251,12,spotify:track:0VVXyrNseVUjMvpwEZwi0c,Lost+ (with Jay-Z),Coldplay
0,0.402,0.941,7,-6.035,1,0.075,0.00263,0.394,0.298,0.319,111.982,12,spotify:track:0TcwbnD5YTus51buEXAIZC,Lovers in Japan - Osaka Sun Mix,Coldplay
0,0.494,0.255,0,-13.797,1,0.0305,0.817,0.853,0.0819,0.13,123.502,7,spotify:track:19qiDRPtAJDGqNmb5uYhd2,Now My Feet Won't Touch the Ground,Coldplay
0,0.146,0.216,9,-12.302,1,0.0399,0.939,0.54,0.0773,0.0341,78.045,7,spotify:track:6Tb7Zfo4PcSiS4TqQ4NnTh,Sunrise,Coldplay
0,0.449,0.736,11,-6.98,0,0.0368,0.00865,0.145,0.147,0.133,123.973,6,spotify:track:1e8D1BCD2afT56Km7UahpB,Church,Coldplay
0,0.595,0.315,2,-11.456,0,0.0296,0.427,0.648,0.111,0.336,96.018,12,spotify:track:45PqOIkZ9PdCjsCJQYzx9G,Trouble In Town,Coldplay
0,0.55,0.271,5,-11.836,1,0.0495,0.923,0.0,0.147,0.521,130.151,5,spotify:track:1cXXhzPnbrXjNQYbLdUJdy,BrokEn,Coldplay
0,0.633,0.18,1,-19.54,1,0.034,0.931,0.801,0.513,0.2,116.981,7,spotify:track:3pcPPhPAiurm2Ior11SHrz,Daddy,Coldplay
0,0.692,0.294,10,-15.483,1,0.248,0.935,0.929,0.116,0.802,133.686,7,spotify:track:7jib2tJjQ82kTIZZATMvAK,WOTW / POTP,Coldplay
0,0.401,0.834,7,-7.727,1,0.055,0.000114,0.849,0.373,0.163,172.009,12,spotify:track:0ZlVUhjO8c0bOx1D2Btznf,Arabesque,Coldplay
0,0.141,0.28,1,-18.225,1,0.0618,0.921,0.368,0.135,0.434,64.501,14,spotify:track:0UvUivL70eDwhTWBd8S38I,When I Need A Friend,Coldplay
0,0.475,0.565,10,-8.336,1,0.0326,0.775,0.188,0.138,0.708,85.25,16,spotify:track:6VzRvCbolqcUswaSPm48rI,Guns,Coldplay
0,0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973,6,spotify:track:03T4ttRCiLXST6MZjeMwmR,Orphans,Coldplay
0,0.341,0.365,7,-13.871,1,0.0322,0.722,0.00194,0.184,0.0486,182.995,1,spotify:track:2HUtNS9qtfgWbnaagK6AAe,Èkó,Coldplay
0,0.491,0.262,8,-10.458,1,0.0572,0.89,0.288,0.207,0.338,204.52,1,spotify:track:4Kwhm5VU4huxmQtBqd1AXo,Cry Cry Cry,Coldplay
0,0.476,0.18,5,-17.499,1,0.0346,0.943,0.235,0.138,0.236,134.025,1,spotify:track:3E3zYgQul8EaJioNvD2tv9,Old Friends,Coldplay
0,0.393,0.301,7,-20.428,1,0.0497,0.758,0.764,0.161,0.0384,140.438,7,spotify:track:6DGzLNiawTtntC9NHzeMeY,بنی آدم,Coldplay
0,0.503,0.594,7,-7.095,1,0.0263,0.00276,0.0102,0.109,0.168,108.9,2,spotify:track:6mf7BNgXs8JipPr2QILnyN,Champion Of The World,Coldplay
0,0.512,0.452,2,-8.991,1,0.0292,0.775,0.0818,0.065,0.235,124.103,17,spotify:track:0h9fnCSnbUgOEgibnQByFv,Everyday Life,Coldplay
0,0.832,0.805,1,-7.098,1,0.165,0.175,0.00018,0.079,0.644,120.108,19,spotify:track:6vnQBgKTpPzfjgwTIirjIf,Bad Mutha,CeeLo Green
0,0.588,0.185,11,-20.844,1,0.942,0.491,0.0,0.8,0.757,169.594,3,spotify:track:7h6bdHsn8HkdhVuR7ASCHt,Close Encounters - Break,CeeLo Green
0,0.631,0.574,4,-7.367,0,0.39,0.0126,0.0,0.133,0.766,77.096,13,spotify:track:63pmwS3T7QDg9Dre8p8u1T,Big Ole Words (Damn),CeeLo Green
0,0.769,0.614,1,-7.536,1,0.0546,0.00945,5.92e-06,0.325,0.498,135.098,19,spotify:track:2IocCl0DpPxSpN6LNuuO1q,Closet Freak - Radio Edit,CeeLo Green
0,0.715,0.928,2,-6.619,1,0.0487,0.000223,0.0107,0.877,0.407,151.636,0,spotify:track:1pheq7JIezZGCqcYZ7ST3S,Live (Right Now),CeeLo Green
0,0.639,0.831,2,-6.618,1,0.133,0.0477,0.000487,0.122,0.857,151.921,19,spotify:track:0TrA8fTglVMnpKKtMqoJqA,El Dorado Sunrise (Super Chicken),CeeLo Green
0,0.0,0.172,3,-17.51,1,0.0,0.896,0.0,0.0,0.0,0.0,14,spotify:track:2o3Ko0k8E3RE1mTMU6gcYy,A Thugs Concern - Break,CeeLo Green
0,0.796,0.689,0,-7.176,1,0.34,0.159,0.0,0.147,0.844,150.257,19,spotify:track:0IAJTtIXbhHlCRXnxGpu23,One for the Road,CeeLo Green
0,0.593,0.0337,10,-24.17,1,0.735,0.833,0.0,0.715,0.0,170.459,3,spotify:track:4jMbnDcLRg33WjpqV9EOnI,Let Him Sing If He Wants To - Break,CeeLo Green
0,0.758,0.491,7,-7.552,0,0.075,0.00545,1.16e-05,0.305,0.43,120.464,9,spotify:track:43IFwAlX19RG18z7ZsC8Md,Spend The Night In Your Mind,CeeLo Green
0,0.836,0.867,11,-7.29,1,0.217,0.123,5.97e-06,0.127,0.925,171.6,4,spotify:track:2oyVQnIwvPcySlpKNqpwa6,Suga Baby (feat. Big Gipp & Backbone),CeeLo Green
0,0.845,0.549,9,-6.672,1,0.0468,0.0086,0.000748,0.279,0.537,100.066,16,spotify:track:1zCAFEyR8fI19k9y1jpiZo,Gettin' Grown,CeeLo Green
0,0.703,0.575,6,-13.188,0,0.061,0.0437,0.36,0.26,0.0698,129.821,6,spotify:track:2eSavRXD5MlL3sWNviuVx5,Bass Head Jazz,CeeLo Green
0,0.887,0.703,11,-8.153,0,0.192,0.0189,1.81e-06,0.0558,0.391,140.028,9,spotify:track:0yWeH9MyQHzD6CsYcz1hyk,Microhard (feat. Jahalla & Kirkland Underwater),CeeLo Green
0,0.58,0.531,11,-7.279,0,0.0378,0.0223,9.4e-05,0.0837,0.329,156.28,6,spotify:track:2GlGpLAch7PTXQ3e455FTe,Under Tha Influence (Follow Me),CeeLo Green
0,0.863,0.552,10,-6.469,1,0.049,0.00458,0.0,0.0532,0.0969,133.917,2,spotify:track:768jchcQYZgOPI1fHQ0YG8,Medieval Times (Great Pretender),CeeLo Green
0,0.821,0.647,11,-6.986,0,0.0579,0.0424,4.96e-05,0.0343,0.876,136.564,9,spotify:track:4UZWE8k30R3YHxniji3NBr,Country Love (feat. John Popper),CeeLo Green
0,0.893,0.694,0,-5.926,1,0.0467,0.0191,0.00018,0.0461,0.909,140.823,19,spotify:track:186BjE72VkakOwAD2hzy67,Awful Thing,CeeLo Green
0,0.0,0.261,5,-21.392,1,0.0,0.698,0.0,0.186,0.0,0.0,14,spotify:track:4oSGQxheKuFWH6YgqgyYho,Maintenance Man - Break,CeeLo Green
0,0.715,0.528,11,-9.014,0,0.0221,0.16,9.07e-06,0.0885,0.423,97.056,9,spotify:track:4JNUMpUMc2noKQlOM3lje3,Young Man (Sierra's Song),CeeLo Green
0,0.0,0.544,4,-17.388,0,0.0,0.827,0.0,0.714,0.0,0.0,14,spotify:track:3e2hHrk2yyFGaqHgUypmYz,"Well-Damn, Lo - Break",CeeLo Green
0,0.119,0.0862,10,-20.027,1,0.0417,0.455,0.651,0.124,0.035,79.583,7,spotify:track:2QT3jGIkaI1LSNo3NTOspj,Making Mirrors,Gotye
0,0.726,0.742,11,-6.736,0,0.0424,0.0199,0.00231,0.664,0.719,130.899,9,spotify:track:3CHOxfmkGSiO6P8kGi7OEB,Easy Way Out,Gotye
0,0.862,0.515,0,-6.897,1,0.0368,0.545,0.000153,0.0899,0.696,129.044,19,spotify:track:6md4w95cnKaW64JyEQ3A0L,Somebody That I Used To Know,Gotye
0,0.595,0.88,5,-6.121,1,0.0365,0.186,0.0167,0.129,0.667,138.869,4,spotify:track:5iJ4DB9dhWmYNrHEEenpSw,Eyes Wide Open,Gotye
0,0.576,0.894,10,-6.268,0,0.0737,0.0969,0.242,0.294,0.637,186.361,11,spotify:track:0v0MyMYAvqxJuOm5TwSkZE,Smoke And Mirrors,Gotye
0,0.657,0.859,9,-2.736,1,0.0345,0.205,0.0,0.4,0.712,130.014,4,spotify:track:4RVlscPofJorbtA9dpNF9V,I Feel Better,Gotye
0,0.606,0.934,0,-4.037,1,0.0385,0.00118,7.5e-06,0.177,0.748,101.917,19,spotify:track:27WYq0hGejQlU07TCNld7W,In Your Light,Gotye
0,0.71,0.69,0,-5.916,0,0.0354,0.08,0.000351,0.458,0.646,134.989,13,spotify:track:7EHZvvjyGwQOZQPo5ikqgn,State Of The Art,Gotye
0,0.823,0.335,11,-16.208,0,0.0547,0.107,0.771,0.137,0.641,138.042,12,spotify:track:0aPf3LR9wA5RwE90BaqgDz,"Don’t Worry, We’ll Be Watching You",Gotye
0,0.565,0.462,8,-14.41,1,0.0341,0.555,0.936,0.126,0.38,109.214,7,spotify:track:60RY5CWqdIUi19pFkAob66,Giving Me A Chance,Gotye
0,0.61,0.903,1,-5.119,0,0.0292,0.0145,0.00912,0.308,0.702,117.965,13,spotify:track:72DjTgr71zmHT2ICT9O55X,Save Me,Gotye
0,0.644,0.261,0,-18.214,1,0.0332,0.951,0.0763,0.0983,0.708,115.892,5,spotify:track:4aOWK3DtCllAteJjM8iKXO,Bronte,Gotye
0,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,6,spotify:track:62PaSfnXSMyLshYJrlTuL3,Hello,Adele
0,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,11,spotify:track:0t7fVeEJxO2Xi4H2K5Svc9,Send My Love (To Your New Lover),Adele
0,0.382,0.578,5,-4.246,1,0.047,0.00982,1.44e-05,0.433,0.156,113.072,2,spotify:track:6QSJvH2m7QLAiFIywwzCVi,I Miss You,Adele
0,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,10,spotify:track:7GgWAITsYJaRM3r50rfh5w,When We Were Young,Adele
0,0.405,0.3,2,-6.475,1,0.0378,0.894,0.0,0.154,0.24,162.355,17,spotify:track:5CjKwY7FUJgKSwTVzoQIaU,Remedy,Adele
0,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,6,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,Water Under the Bridge,Adele
0,0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,18,spotify:track:3hwu7jZD2TjvWCeHzNlgSE,River Lea,Adele
0,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,15,spotify:track:7B5Npv8NjjTCzk8PLpU66h,Love In The Dark,Adele
0,0.72,0.274,1,-7.623,0,0.0276,0.742,0.0,0.11,0.179,105.929,15,spotify:track:0ijHEBUBXIJPp5ubUkDLQi,Million Years Ago,Adele
0,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,5,spotify:track:05TOt5Vz4StdjMpEdFPlvB,All I Ask,Adele
0,0.416,0.752,0,-5.471,1,0.0396,0.251,0.0,0.125,0.266,155.89,10,spotify:track:10tHyoc3wSA5scOVZuMcFm,Sweetest Devotion,Adele
0,0.487,0.63,8,-9.904,1,0.0883,0.345,0.457,0.177,0.331,93.507,12,spotify:track:1B6dE1LulqFg6OjHIVBv3r,Harlem's Nocturne,Alicia Keys
0,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,16,spotify:track:588RGyR1f4Plc8nm7SrdCa,Karma,Alicia Keys
0,0.717,0.63,4,-9.109,1,0.365,0.218,0.00405,0.0378,0.839,119.846,19,spotify:track:4SQjx8r47JIqjvurpZtxOi,Heartburn,Alicia Keys
0,0.75,0.473,10,-7.71,0,0.12,0.13,5.1e-06,0.656,0.627,82.967,9,spotify:track:0IHa9skAs65KA2AIH4RGFb,If I Was Your Woman / Walk On By,Alicia Keys
0,0.263,0.663,9,-8.264,1,0.19,0.589,0.00451,0.342,0.25,167.271,10,spotify:track:6LGwYMXXgURfaequXipzHx,You Don't Know My Name,Alicia Keys
0,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393,1,spotify:track:3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys
0,0.664,0.465,8,-9.711,0,0.0317,0.559,0.00174,0.125,0.281,127.932,15,spotify:track:5dxHF4lrDimKqnI3GaZUmC,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys
0,0.672,0.554,10,-7.688,0,0.0841,0.164,0.0706,0.101,0.591,165.997,9,spotify:track:7q4ElMUqO1sqqdrIvQ6HEY,Dragon Days,Alicia Keys
0,0.744,0.561,11,-9.114,0,0.0683,0.37,0.000179,0.118,0.416,99.0,9,spotify:track:5uOLfAXKYvGB57XRNCejRu,Wake Up,Alicia Keys
0,0.679,0.641,6,-7.722,0,0.208,0.0469,1.74e-06,0.0993,0.9,92.04,9,spotify:track:4SZOVptbDIwRegbsYCOHRJ,So Simple (feat. Lellow),Alicia Keys
0,0.764,0.635,4,-6.168,0,0.0747,0.428,0.00147,0.323,0.619,100.544,13,spotify:track:7M4VDk55yaOIgGNsIcOnRv,When You Really Love Someone,Alicia Keys
0,0.448,0.163,8,-11.421,0,0.0363,0.893,0.0118,0.126,0.313,120.922,15,spotify:track:4noLzwgD4GzlbLRbSCElVq,"Feeling U, Feeling Me (Interlude)",Alicia Keys
0,0.609,0.61,11,-9.528,0,0.0456,0.0957,0.00223,0.106,0.571,157.816,9,spotify:track:4EvZwWEf8kXXCEpFj8BSwp,Slow Down,Alicia Keys
0,0.769,0.772,4,-7.364,1,0.104,0.231,0.00592,0.107,0.748,88.951,16,spotify:track:6npWWhIMwgd3zEPApjjDCl,Samsonite Man,Alicia Keys
0,0.382,0.785,0,-8.051,1,0.0503,0.424,0.00087,0.372,0.22,80.759,18,spotify:track:4g8W8YNI1lbb4v8Rd49pmA,Nobody Not Really (Interlude),Alicia Keys
0,0.802,0.904,11,-3.267,0,0.0459,0.00108,0.0,0.173,0.961,128.931,9,spotify:track:02jcEwywffn3Tsb48fXmlW,Get the Party Started,P!nk
0,0.394,0.854,4,-5.908,1,0.0949,0.00354,0.0,0.0849,0.483,181.977,10,spotify:track:5sCQZfvgRzFqxTFPAd7HOC,18 Wheeler,P!nk
0,0.804,0.928,1,-4.788,0,0.0409,0.000226,0.0202,0.112,0.975,119.999,13,spotify:track:78ZpGrufkYznYUF1BC9KsL,M!ssundaztood,P!nk
0,0.646,0.728,7,-4.678,1,0.0324,2.79e-05,0.000133,0.0398,0.393,89.685,2,spotify:track:7MQC5B7vHk7xtwRoSPygEF,Dear Diary,P!nk
0,0.581,0.695,7,-6.283,0,0.0386,0.102,1.24e-06,0.109,0.4,137.165,6,spotify:track:6oAiMHUKLS6QRtXKKmFEjD,Eventually,P!nk
0,0.43,0.909,0,-4.913,1,0.169,0.00297,0.00019,0.118,0.324,217.168,10,spotify:track:2mnd5CBjJ4ahz4E2WLWtSv,Numb,P!nk
0,0.689,0.774,9,-4.528,1,0.0278,8.85e-05,0.0,0.0941,0.253,102.052,2,spotify:track:1BpV8IGf4XsRRJf4Xuui9q,Just Like a Pill,P!nk
0,0.762,0.686,0,-5.26,0,0.049,0.0274,3.62e-06,0.572,0.733,91.816,13,spotify:track:6VD5vEK2wVfTG7q84pJ6EO,Family Portrait,P!nk
0,0.347,0.67,0,-6.422,1,0.0479,0.131,0.0,0.271,0.189,140.588,10,spotify:track:7xivQxGKQqbCRaz93HSzv1,Misery (with Steven Tyler),P!nk
0,0.784,0.75,1,-6.754,1,0.0538,0.000316,0.00629,0.267,0.797,129.089,19,spotify:track:6UAEqIEDAOViZx8OWw7eUJ,Respect (feat. Scratch),P!nk
0,0.621,0.849,3,-4.754,1,0.0771,0.00234,0.0,0.0621,0.62,98.523,19,spotify:track:1BfRdnfPYrni7zj4ANodBX,Don't Let Me Get Me - Radio Edit,P!nk
0,0.654,0.564,7,-8.519,0,0.0614,0.28,5.45e-06,0.341,0.473,124.7,9,spotify:track:1FxsztCXkw9U4e07U6WnMO,Gone to California,P!nk
0,0.515,0.722,8,-5.088,0,0.0521,0.00302,0.0,0.0267,0.523,154.665,11,spotify:track:7894fEwWV1Uelfg8diYC9O,Lonely Girl (feat. Linda Perry),P!nk
0,0.712,0.594,4,-7.451,0,0.0463,0.00305,0.000703,0.417,0.644,98.916,13,spotify:track:4476QQO2wWDRpNLBaWGwpQ,My Vietnam,P!nk
0,0.871,0.699,4,-8.838,0,0.172,0.00289,0.000117,0.2,0.903,139.922,13,spotify:track:5rw0RJ9sJMR2GVGzGyB9LS,Catch 22,P!nk
