,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clusters,uri,song,artist
0,0.439,0.795,4,-4.644,1,0.0384,0.306,0.0,0.179,0.428,169.975,10,spotify:track:0IEGGuRHP8ylbCXausRF9p,Tears Dry - Original Version,Amy Winehouse
0,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,18,spotify:track:0LbK1bodGLc9xmV1cS9jvL,Will You Still Love Me Tomorrow? - 2011,Amy Winehouse
0,0.637,0.866,7,-3.979,0,0.0868,0.154,0.0,0.181,0.336,97.897,6,spotify:track:2r45rookK2awLkiOHOef1o,Like Smoke,Amy Winehouse
0,0.665,0.827,5,-4.429,0,0.0348,0.0127,0.000762,0.0815,0.705,100.657,13,spotify:track:1om5SLZiUA9DVEnjcZBBzA,Valerie - '68 Version,Amy Winehouse
0,0.696,0.616,9,-5.144,0,0.047,0.25,4.35e-06,0.107,0.66,138.059,9,spotify:track:7F5rIyOI88zk36AiBXC8xq,The Girl From Ipanema,Amy Winehouse
0,0.624,0.488,4,-8.258,0,0.0584,0.375,9.63e-05,0.339,0.273,84.218,6,spotify:track:4d0dY3ZeMdoYrD5YmdFvWZ,Half Time,Amy Winehouse
0,0.454,0.378,9,-8.986,1,0.061,0.572,5.78e-06,0.0956,0.272,169.757,1,spotify:track:2G4rsUWjuBb6vPrUm01etb,Wake Up Alone - Original Recording,Amy Winehouse
0,0.601,0.759,8,-6.934,0,0.0557,0.101,0.0,0.213,0.581,97.501,9,spotify:track:7BizTaPDXSWVi8vdGeFg0W,"Best Friends, Right?",Amy Winehouse
0,0.366,0.327,1,-9.05,1,0.0287,0.848,4.37e-05,0.158,0.162,64.861,14,spotify:track:4AyULNTWuCtbpxzY2qVowJ,Body And Soul,Amy Winehouse
0,0.524,0.542,8,-7.516,1,0.0513,0.232,3.13e-05,0.327,0.362,119.979,2,spotify:track:4fdPpmqn1eYLyWRcxZmx2D,A Song For You,Amy Winehouse
0,0.632,0.518,6,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,2,spotify:track:26NX1wPt1TRCH536yocd6i,If I Were a Boy,Beyoncé
0,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,6,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,Halo,Beyoncé
0,0.492,0.348,5,-10.676,1,0.0301,0.128,0.0,0.326,0.206,78.412,2,spotify:track:03LDjOt38LwvM9choMGGWU,Disappear,Beyoncé
0,0.336,0.424,5,-7.203,1,0.0353,0.503,0.0,0.273,0.159,82.149,17,spotify:track:31acMiV67UgKn1ScFChFxo,Broken-Hearted Girl,Beyoncé
0,0.35,0.403,0,-9.57,1,0.0279,0.786,0.0,0.12,0.201,104.957,17,spotify:track:1j9HwUMSkRUeVFRWlHcFsy,Ave Maria,Beyoncé
0,0.572,0.429,1,-8.974,1,0.0271,0.192,0.0,0.263,0.103,95.068,18,spotify:track:3vi85V6MSvFs0j720UxoAF,Smash Into You,Beyoncé
0,0.384,0.153,7,-14.55,1,0.0324,0.729,0.0,0.116,0.282,109.859,14,spotify:track:2UBZCxvghc6M635BEKjHZe,Satellites,Beyoncé
0,0.549,0.628,2,-7.45,1,0.0309,0.00908,2.06e-05,0.128,0.102,115.036,18,spotify:track:22yMWV37oR5GTuP6XMummO,That's Why You're Beautiful,Beyoncé
0,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,10,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),Beyoncé
0,0.605,0.763,1,-5.949,1,0.0775,0.129,2.41e-06,0.0839,0.553,135.771,19,spotify:track:1l0LovwzqV3leLDHOz7zJ6,Radio,Beyoncé
0,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,9,spotify:track:5Ssv6DaKrW0HczVqx6zXdl,Diva,Beyoncé
0,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,19,spotify:track:1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,Beyoncé
0,0.479,0.763,8,-8.954,1,0.178,0.00242,0.0353,0.383,0.608,84.769,2,spotify:track:53hNzjDClsnsdYpLIwqXvn,Video Phone,Beyoncé
0,0.33,0.769,6,-5.755,1,0.17,0.206,1.54e-06,0.143,0.416,97.515,2,spotify:track:3ID5lLzkh4uM8XPUuB2VKq,Hello,Beyoncé
0,0.623,0.389,1,-7.816,1,0.241,0.155,0.0,0.163,0.489,79.454,18,spotify:track:6GcuA4J9ruyClBizBd4m5E,Ego,Beyoncé
0,0.534,0.575,1,-6.706,1,0.0519,0.0546,0.0,0.131,0.205,86.961,18,spotify:track:5m3MMqREtffhno6KLdpnDI,Scared of Lonely,Beyoncé
0,0.675,0.852,6,-3.739,0,0.0463,0.0609,0.0013,0.612,0.804,108.998,9,spotify:track:1Vxs6RcPBrbQfZMElzIzto,The Fight,Sia
0,0.699,0.87,0,-4.925,1,0.0546,0.000532,0.0219,0.359,0.778,120.033,19,spotify:track:1vv2owN12FAwGDwHcsnphg,Clap Your Hands,Sia
0,0.502,0.797,6,-3.031,0,0.0369,0.00281,0.0,0.123,0.917,199.979,11,spotify:track:6hFfcBZz36QEIHh3BukdS0,Stop Trying,Sia
0,0.671,0.825,11,-5.673,1,0.034,7.99e-05,0.52,0.147,0.654,119.996,12,spotify:track:4cGNEByoQ3adGfq9rFGH2t,You've Changed,Sia
0,0.525,0.82,1,-2.512,1,0.0445,0.0897,0.0,0.471,0.594,119.807,18,spotify:track:4pWHjlzm9bamcwnPlNgKf3,Be Good To Me,Sia
0,0.674,0.895,5,-3.505,1,0.0803,0.00777,0.00248,0.0743,0.504,139.842,4,spotify:track:1gni0TfcnJB5Wn3VZnTuet,Bring Night,Sia
0,0.709,0.676,0,-4.195,1,0.0408,0.0225,8.52e-06,0.0527,0.956,127.052,19,spotify:track:5RJhYnzGZlOfmD4QmWnU8o,Hurting Me Now,Sia
0,0.581,0.856,4,-5.391,0,0.0415,0.0191,0.00021,0.373,0.438,164.939,11,spotify:track:4xM7mAg7SZ0no4XanZsOux,Never Gonna Leave Me,Sia
0,0.521,0.681,11,-4.697,0,0.0273,0.0017,1.82e-06,0.204,0.456,107.007,6,spotify:track:2FJbI3eMCaEmvNFpcmDLys,Cloud,Sia
0,0.564,0.784,4,-5.347,0,0.0568,0.0582,1.03e-05,0.114,0.324,147.82,11,spotify:track:3R2FxfQsTs5Ei2twCe339s,I'm In Here,Sia
0,0.648,0.757,5,-4.633,1,0.0376,0.00756,9.62e-06,0.0825,0.916,124.936,4,spotify:track:3YmGYGEvtVYxOH0cjNKf2I,The Co-Dependent,Sia
0,0.666,0.547,11,-5.449,0,0.0369,0.037,2.48e-05,0.0819,0.539,115.99,9,spotify:track:4W2t7IWugHayILQdV3FLun,Big Girl Little Girl,Sia
0,0.722,0.544,1,-5.609,1,0.0315,0.262,0.000664,0.127,0.377,122.002,18,spotify:track:36oi8wCHpjvFJKePIRj9Uo,Oh Father,Sia
0,0.416,0.239,0,-17.79,0,0.0666,0.92,0.686,0.111,0.554,171.216,7,spotify:track:5yRvFc2wRxdXVeOWeByc5r,Burn,Norah Jones
0,0.681,0.226,10,-13.066,1,0.0332,0.841,0.0273,0.109,0.386,125.129,1,spotify:track:6u83w4JHt5EiG9djkZS72d,Tragedy,Norah Jones
0,0.623,0.532,8,-9.6,1,0.0334,0.486,0.0775,0.138,0.379,132.928,1,spotify:track:2kTtMACDTtt6besKM9n0cj,Flipside,Norah Jones
0,0.673,0.223,5,-18.429,0,0.0322,0.88,0.413,0.102,0.37,128.777,15,spotify:track:2HzABJH5BTVmXmlxlkGA6Q,It's A Wonderful Time For Love,Norah Jones
0,0.47,0.0845,10,-20.204,1,0.0305,0.956,0.147,0.0825,0.15,84.625,14,spotify:track:0wzvXzPVzlDqQukaOcrtrr,And Then There Was You,Norah Jones
0,0.604,0.326,2,-10.686,1,0.0256,0.767,0.00521,0.107,0.332,109.241,5,spotify:track:4RSLEFVTIBfuTsC2igX1n0,Don’t Be Denied,Norah Jones
0,0.482,0.396,9,-13.206,1,0.0473,0.724,0.189,0.102,0.292,155.476,1,spotify:track:1NexQLeS0wxr62lebfVjeZ,Day Breaks,Norah Jones
0,0.601,0.19,8,-15.123,1,0.05,0.943,0.106,0.102,0.179,135.401,1,spotify:track:4ndK0JvBh7yW4iIBe5qxQy,Peace,Norah Jones
0,0.468,0.163,0,-11.927,1,0.0304,0.953,0.637,0.103,0.42,107.538,7,spotify:track:2rfBPgcSvI27pg7Tr3cXUy,Once I Had A Laugh,Norah Jones
0,0.663,0.131,4,-19.744,0,0.0326,0.894,0.525,0.0986,0.23,111.75,7,spotify:track:1DSHVZBpsWVAmYOIXrTBVT,Sleeping Wild,Norah Jones
0,0.547,0.216,10,-14.908,1,0.0343,0.924,0.214,0.109,0.358,79.941,14,spotify:track:2HpUpH8VOaNUyEn2nobQRi,Carry On,Norah Jones
0,0.474,0.121,10,-16.199,0,0.0367,0.939,0.729,0.112,0.203,116.815,7,spotify:track:2ntwtQ2sgvDK96Sx5o5T3C,Fleurette Africaine (African Flower),Norah Jones
0,0.49,0.297,5,-13.79,0,0.0336,0.904,0.151,0.697,0.14,135.128,8,spotify:track:4R7tRz8LBWQ0U0RYRygLVO,Peace - Live In NYC,Norah Jones
0,0.499,0.283,0,-11.573,0,0.0311,0.941,0.097,0.578,0.272,133.444,8,spotify:track:5NTkGJxpXldXyN89VP7v7y,I've Got To See You Again - Live In NYC,Norah Jones
0,0.407,0.433,10,-9.464,1,0.0349,0.899,0.0764,0.73,0.272,131.786,8,spotify:track:4gjbEvSeYK7s9p32n7GknV,Out On The Road - Live In NYC,Norah Jones
0,0.501,0.265,3,-14.19,1,0.0359,0.914,0.0402,0.697,0.333,142.987,8,spotify:track:1yKnHyjESmwgCX3lwWby4Y,Sunrise - Live In NYC,Norah Jones
0,0.518,0.392,0,-13.997,0,0.048,0.906,0.649,0.467,0.248,80.998,7,spotify:track:19OrcJjqUp2rzwmai1nw2R,Burn - Live In NYC,Norah Jones
0,0.603,0.339,5,-13.702,0,0.027,0.9,0.0883,0.69,0.317,130.244,8,spotify:track:2nUXzcj0OqT7mOY0utwKsJ,It’s A Wonderful Time For Love - Live In NYC,Norah Jones
0,0.652,0.527,7,-10.011,0,0.0316,0.727,0.112,0.122,0.631,135.773,15,spotify:track:7K0rX2IuDtC3sUKgIbQgoL,Flipside - Live In NYC,Norah Jones
0,0.547,0.26,7,-11.361,0,0.0303,0.899,0.015,0.685,0.37,146.276,8,spotify:track:1TcvzDn8fNcmmyhm5AhYwt,Don't Know Why - Live In NYC,Norah Jones
0,0.501,0.178,3,-20.899,0,0.0295,0.915,0.914,0.691,0.171,108.657,7,spotify:track:4Hj3phMTBjiAu6ojhBURrd,Fleurette Africaine (African Flower) - Live In NYC,Norah Jones
0,0.629,0.794,9,-5.942,1,0.0346,0.00952,0.0,0.218,0.586,95.985,4,spotify:track:4LqgMoe1nXAgeHTBwlnk1s,Brighter Than The Sun,Colbie Caillat
0,0.657,0.875,9,-5.657,1,0.0329,0.217,0.0,0.0786,0.957,144.873,4,spotify:track:6D5f3rlT0QYFbZrdN3Kkip,I Do,Colbie Caillat
0,0.661,0.829,0,-4.839,1,0.0273,0.0089,0.0,0.137,0.653,109.992,19,spotify:track:4cLmcw4J4wDehCqAY8EUbc,Before I Let You Go,Colbie Caillat
0,0.714,0.736,1,-5.753,1,0.0797,0.214,0.0,0.19,0.896,94.094,19,spotify:track:1xgLXsWZybbvZ9CaXBqHYO,Favorite Song,Colbie Caillat
0,0.61,0.837,4,-5.685,1,0.0359,0.272,1.2e-06,0.095,0.648,121.995,19,spotify:track:0Zu2pWKEQflyIS6xZbcLtG,What If,Colbie Caillat
0,0.459,0.815,11,-6.73,1,0.0574,0.0343,0.0,0.111,0.304,150.099,10,spotify:track:22O3caAZnAw6O3uDFizPI1,Shadow,Colbie Caillat
0,0.584,0.545,10,-8.045,1,0.0657,0.554,0.0,0.157,0.634,73.006,16,spotify:track:5s9MyMeGmoSIcKoCGr1Tkg,Think Good Thoughts,Colbie Caillat
0,0.664,0.724,2,-6.456,1,0.0227,0.0216,0.0,0.246,0.633,105.021,19,spotify:track:7jIMMeITbFS2MqkQiw0YeT,Like Yesterday,Colbie Caillat
0,0.665,0.753,4,-5.667,1,0.0244,0.0752,7.68e-06,0.0651,0.533,112.675,19,spotify:track:1PbGOuBYsZozIPvFZAjKZg,All Of You,Colbie Caillat
0,0.638,0.915,7,-4.676,1,0.0365,0.0369,0.0,0.146,0.601,102.015,4,spotify:track:2nQDDJXwuk8Iamlv63HEfq,"Dream Life, Life",Colbie Caillat
0,0.478,0.627,4,-6.275,1,0.0257,0.102,0.0,0.0881,0.34,155.784,10,spotify:track:6LO96IzDKBX5NOiSdcRJaD,What Means The Most,Colbie Caillat
0,0.505,0.408,4,-7.381,1,0.0286,0.426,0.0,0.143,0.181,116.651,17,spotify:track:3WUI9P1ILNlH7FrnU7bnuR,Make It Rain,Colbie Caillat
0,0.236,0.582,6,-4.808,1,0.0323,0.0629,0.0,0.111,0.0816,181.591,10,spotify:track:4NceGEeEJZUV05MuobzHNv,Entre Tus Alas,Camila
0,0.542,0.857,0,-3.782,1,0.0356,0.0863,0.0,0.201,0.716,120.045,19,spotify:track:4VzSCkhkiaGxYuNnPVWYne,The Only Night,James Morrison
0,0.371,0.771,0,-2.979,1,0.0336,0.0157,0.0,0.176,0.643,187.775,10,spotify:track:78yAY9GAKFodFhGdKjr8PF,Save Yourself,James Morrison
0,0.436,0.557,0,-5.295,1,0.03,0.209,0.0,0.143,0.326,84.104,18,spotify:track:4Xvcx48q8khat7M1YUYaYW,You Make It Real,James Morrison
0,0.501,0.815,0,-4.576,1,0.0727,0.0572,0.0,0.072,0.666,160.064,10,spotify:track:1oKwSREiOeE1bNDO2clP1c,Please Don't Stop The Rain,James Morrison
0,0.569,0.716,1,-4.871,1,0.0297,0.0124,0.0,0.0727,0.307,111.946,18,spotify:track:0tp2cUnCAcsR6xL5kw9HKu,Broken Strings,James Morrison
0,0.667,0.908,10,-3.209,1,0.0576,0.011,0.0,0.654,0.785,119.982,4,spotify:track:1vdAMOFG4XN5Ezl1hfe6V4,Nothing Ever Hurt Like You,James Morrison
0,0.554,0.546,7,-5.583,1,0.038,0.254,0.0,0.112,0.247,139.935,2,spotify:track:0rCYc7VNs9b5b0UQkVVqza,Once When I Was Little,James Morrison
0,0.42,0.725,0,-3.518,1,0.038,0.0956,0.0,0.16,0.534,86.428,18,spotify:track:31SBMFpLi1x0KNlGenfnQ1,Precious Love,James Morrison
0,0.458,0.506,1,-5.18,1,0.0308,0.15,0.0,0.113,0.217,78.061,18,spotify:track:7e7SrNkC3IEyqYfFpRb29y,If You Don't Wanna Love Me,James Morrison
0,0.425,0.793,5,-2.984,1,0.0342,0.0722,0.0,0.314,0.454,149.425,10,spotify:track:5CwegKeiRXqpLlhzY8BJ0u,Fix The World Up For You,James Morrison
0,0.568,0.663,1,-5.538,1,0.0557,0.295,0.0,0.0955,0.511,143.821,19,spotify:track:5gabcZXEG6qaDRhLhHdySh,Dream On Hayley,James Morrison
0,0.342,0.355,5,-9.482,1,0.0319,0.6,0.0,0.0993,0.221,146.863,17,spotify:track:5ScJx4JVWWoZH39mRBx0zp,Love Is Hard,James Morrison
0,0.556,0.761,9,-5.044,0,0.105,0.035,3.05e-05,0.105,0.478,148.974,11,spotify:track:3lnWQX7opcWm6dxAFcq42f,Human,Emeli Sandé
0,0.403,0.627,6,-8.123,1,0.0862,0.152,0.0,0.111,0.441,148.943,10,spotify:track:6cih2KkkdCd7X4M5p2B4EK,Love To Help,Emeli Sandé
0,0.317,0.625,2,-5.649,1,0.0444,0.0432,0.0,0.0954,0.381,171.784,10,spotify:track:0bDQfzNxBnqXZZbAtXMTGI,You Are Not Alone,Emeli Sandé
0,0.559,0.828,10,-6.747,0,0.0421,0.0314,0.168,0.362,0.603,124.974,9,spotify:track:0xfqaVemmHqJDxbvadxO7h,Shine,Emeli Sandé
0,0.441,0.684,9,-4.297,0,0.0398,0.305,3.2e-05,0.13,0.245,75.444,6,spotify:track:0w3bUB5oVdgKmmNgKvo4UA,Sparrow,Emeli Sandé
0,0.349,0.313,1,-9.241,1,0.0623,0.935,0.000584,0.112,0.185,170.868,17,spotify:track:4G7v2TxdTCC4SDMQ4kKtYb,Honest,Emeli Sandé
0,0.446,0.776,7,-3.936,1,0.0387,0.0591,0.00129,0.054,0.528,83.52,2,spotify:track:2GiRKp8SZ3Cb1nfu6t5ZhL,Survivor,Emeli Sandé
0,0.725,0.677,7,-5.446,0,0.0535,0.0373,0.000344,0.085,0.567,124.02,9,spotify:track:4LHMyCN2lZGpuOZhLI4pvI,Extraordinary Being,Emeli Sandé
0,0.407,0.553,7,-7.908,1,0.0613,0.668,0.009,0.111,0.346,79.858,2,spotify:track:3Paf1V1zemHpJThReI9GMK,Same Old Feeling,Emeli Sandé
0,0.493,0.396,0,-8.192,1,0.0547,0.507,5.09e-06,0.0735,0.265,77.381,17,spotify:track:1YKWVtChHNu95KWJQMgtwi,Real Life,Emeli Sandé
0,0.407,0.436,0,-7.827,1,0.0273,0.768,1.49e-06,0.132,0.294,100.001,17,spotify:track:36OAYsDUsFFyc4qtbXDnBL,Free As A Bird,Emeli Sandé
0,0.747,0.701,2,-4.902,1,0.0429,0.108,0.0,0.0712,0.589,100.012,19,spotify:track:5UJshy5HDHdNEVqlJwzsQB,Versace on the Floor (Bruno Mars vs. David Guetta),Bruno Mars
0,0.64,0.663,0,-7.516,1,0.0373,0.201,0.00806,0.152,0.665,132.768,19,spotify:track:6lZzZZbMdzFbCGJBIO7yJX,Fortunate Son,Creedence Clearwater Revival
0,0.785,0.481,2,-11.323,1,0.101,0.0062,2.38e-06,0.122,0.77,119.937,19,spotify:track:2iLmMD1GVjrue6Ahw1DEYl,All Right Now,Free
0,0.553,0.636,10,-6.06,0,0.0294,0.208,0.000727,0.076,0.449,108.386,6,spotify:track:6wHZpDyqIhlkDNXHnGMscC,Fire,Barns Courtney
0,0.614,0.742,7,-5.643,1,0.0406,0.00237,0.0376,0.0664,0.787,135.045,4,spotify:track:7aytucQNUrwaqQxn2daqJH,I Need Never Get Old,Nathaniel Rateliff & The Night Sweats
0,0.717,0.752,4,-4.888,0,0.107,0.483,2.02e-06,0.106,0.65,107.887,13,spotify:track:0c4o7HgxdljiIb4I6PkuEt,Bad Bad Feeling,Trampled Under Foot
0,0.665,0.557,0,-11.195,1,0.0425,0.452,0.0,0.553,0.824,84.607,19,spotify:track:0RKCJmTNSFCdf7Wb8Liy14,I'm A Man - Alternate Take,Bo Diddley
0,0.722,0.876,9,-5.896,1,0.0918,0.195,0.00584,0.0861,0.843,92.188,16,spotify:track:6H29w8SeFuSf8imVTPOprD,Before You Hit The Ground,Jonny Lang
0,0.596,0.79,7,-8.88,1,0.0447,0.425,0.000297,0.0886,0.98,129.262,4,spotify:track:4hsMN5l6pxbVUfJ9qrNHMU,No Particular Place To Go - Single Version,Chuck Berry
0,0.692,0.493,9,-9.662,0,0.0325,0.0928,0.00158,0.128,0.281,86.643,6,spotify:track:4feoIp8zxoJ4WsW8EINvAg,The Thrill Is Gone,B.B. King
0,0.346,0.589,7,-9.922,1,0.036,0.21,0.00703,0.15,0.638,189.486,10,spotify:track:2ehPsh5E4feZG82NsqHhVa,Midnight Rider,Allman Brothers Band
0,0.543,0.702,7,-4.572,1,0.042,0.602,0.216,0.384,0.838,92.165,16,spotify:track:3R08BchT2Dd2niKDMtPG3y,Off The Ground,The Record Company
0,0.676,0.409,7,-8.344,1,0.0429,0.868,0.0,0.0584,0.849,71.756,16,spotify:track:00Ohn1nxLMCCKGQ6a83pOU,(I'm Your) Hoochie Coochie Man,Muddy Waters
0,0.674,0.367,3,-14.149,0,0.0465,0.408,1.8e-05,0.144,0.513,161.949,15,spotify:track:4gE3iQvcKnXRLDSHNVXOGa,I Wonder,Robert Cray
0,0.475,0.873,2,-4.114,1,0.0358,0.00738,6.59e-05,0.0592,0.598,77.511,18,spotify:track:6aYOSL4D8oyQrmJw5I5CTM,Turns To Gold,Jimi Charles Moody
0,0.513,0.721,0,-4.974,1,0.0413,0.095,1.37e-05,0.108,0.501,77.518,18,spotify:track:6DwVZXo015zhnWemfQv6v0,Head On,Jamestown Revival
0,0.651,0.724,11,-5.434,1,0.024,0.0583,0.000319,0.0613,0.321,103.467,2,spotify:track:51QbnwIdpjxp5NAv7uXgPX,Devil's Keep,Tyler Bryant & the Shakedown
0,0.558,0.837,4,-4.555,1,0.0774,0.0796,0.0,0.151,0.67,116.092,4,spotify:track:3WZcKX7VC9fnjB7SRLQUNK,Lightning Bolt,Jake Bugg
0,0.464,0.654,7,-9.058,0,0.0608,0.0276,1.34e-06,0.328,0.53,169.512,11,spotify:track:12XhRB5p6wgxHGzzT752DG,Mary Jane's Last Dance - 1993 Greatest Hits Version,Tom Petty and the Heartbreakers
0,0.493,0.889,10,-5.036,1,0.07,0.773,7.22e-05,0.323,0.97,169.898,4,spotify:track:4FUxaN9uyJxjivIw726x9A,Johnny B. Goode,Chuck Berry
0,0.463,0.923,9,-9.568,1,0.0355,0.0014,0.433,0.479,0.788,169.964,12,spotify:track:7BOl1vpTVou0jgYjGyGLcF,Runnin' Down A Dream,Tom Petty
0,0.867,0.899,0,-5.334,1,0.0355,0.101,0.00462,0.125,0.932,128.062,19,spotify:track:6aX3D0YPUZFjTj3KW4heDc,Head Over Heels,JD McPherson
0,0.421,0.635,2,-8.17,1,0.042,0.686,5.25e-05,0.122,0.65,179.537,10,spotify:track:1fcCGwMTl8RNzHaUiwxHYO,I'm Satisfied,Otis Rush
0,0.729,0.724,7,-10.775,1,0.0458,0.58,1.9e-06,0.199,0.894,124.498,16,spotify:track:4XuJ9hnufX3f4YgzNJBQ9r,"One Bourbon, One Scotch, One Beer",John Lee Hooker
0,0.554,0.74,9,-7.706,1,0.0799,0.693,7.19e-05,0.225,0.803,133.363,16,spotify:track:2rguqvK4rFEsDpiEqPlAEN,Gimme Three Steps,Lynyrd Skynyrd
0,0.683,0.522,2,-11.117,1,0.0377,0.507,0.000137,0.121,0.764,115.072,19,spotify:track:6faEQIn7t3gfuPGGeAg6jr,Sunshine Of Your Love,Cream
0,0.615,0.229,2,-10.588,0,0.0343,0.719,0.000158,0.14,0.162,123.062,15,spotify:track:1HG73nGRodMfuO2KeWII0U,Like A Star,Corinne Bailey Rae
0,0.633,0.483,4,-7.479,0,0.0302,0.293,0.000403,0.11,0.13,79.011,6,spotify:track:3A5aWmWW4lHBSXCNYuvyyx,Enchantment,Corinne Bailey Rae
0,0.737,0.502,9,-7.871,1,0.0355,0.162,3.71e-06,0.181,0.582,96.067,16,spotify:track:6aSUJ7rzrr7G7ZPRPs27q4,Put Your Records On,Corinne Bailey Rae
0,0.636,0.219,1,-11.777,0,0.051,0.808,0.000112,0.0821,0.0884,119.471,15,spotify:track:4GP6nPojhx4SpZcbBoCKaz,Till It Happens To You,Corinne Bailey Rae
0,0.642,0.553,5,-6.914,0,0.0244,0.126,0.0,0.0738,0.484,90.997,6,spotify:track:4k8PUA5GF7I2aeosLA4Ajn,Trouble Sleeping,Corinne Bailey Rae
0,0.584,0.668,6,-9.085,0,0.0471,0.0364,0.00837,0.334,0.293,102.902,6,spotify:track:6WAmbXOjvVc9G375USVAbY,Call Me When You Get This,Corinne Bailey Rae
0,0.642,0.251,0,-11.712,1,0.0316,0.801,0.00303,0.146,0.198,127.888,5,spotify:track:2RZXJWN0Tam0HbzQmWT3XH,Choux Pastry Heart,Corinne Bailey Rae
0,0.318,0.483,9,-7.981,1,0.0396,0.349,3.17e-06,0.0916,0.264,175.372,10,spotify:track:5sPbcsxoEX9wTmeDKWGapd,Breathless,Corinne Bailey Rae
0,0.627,0.745,2,-8.285,1,0.168,0.17,0.0,0.143,0.576,85.49,18,spotify:track:0qriVz6boAIkvlkc3AYlHg,I'd Like To,Corinne Bailey Rae
0,0.501,0.499,2,-8.291,1,0.0364,0.185,0.00152,0.0825,0.358,147.585,10,spotify:track:4rp4SkvKvA39x4UXitnq5j,Butterfly,Corinne Bailey Rae
0,0.608,0.464,5,-9.01,1,0.0387,0.172,0.113,0.174,0.24,135.423,2,spotify:track:22XS8PaPPBaVV8grSYuWUK,Seasons Change,Corinne Bailey Rae
0,0.577,0.191,0,-11.953,0,0.0353,0.93,0.00258,0.13,0.338,133.345,15,spotify:track:59HKJrIiOP5Y2fCPPIu2x3,Since I've Been Loving You,Corinne Bailey Rae
0,0.615,0.366,11,-14.155,0,0.0299,0.768,0.158,0.11,0.253,125.945,15,spotify:track:073h6fHW1pH7JNKpGmqdEl,Emeraldine,Corinne Bailey Rae
0,0.522,0.182,6,-11.714,0,0.0282,0.865,1.59e-05,0.287,0.0451,75.938,15,spotify:track:0Rf9323TmhUDSnRCUqwhzA,No Love Child,Corinne Bailey Rae
0,0.617,0.48,4,-8.814,0,0.169,0.0793,0.000374,0.0913,0.302,199.886,11,spotify:track:0nSX7M7zXYLj4RxXBHNKFX,Enchantment - Amp Fiddler Remix,Corinne Bailey Rae
0,0.385,0.414,0,-9.737,1,0.033,0.73,0.000945,0.124,0.038,135.876,17,spotify:track:7bwWUgPocHDaYHXer06CuH,Venus As A Boy - Q Covermount,Corinne Bailey Rae
0,0.689,0.752,4,-6.614,0,0.0896,0.0342,0.000135,0.221,0.806,87.445,13,spotify:track:6zpsp2NHHBY66L3JS4zTCy,I'd Like To - Weekender Mix,Corinne Bailey Rae
0,0.479,0.162,4,-11.49,0,0.0314,0.818,3.97e-06,0.125,0.164,75.412,15,spotify:track:34SQpWc8Zi5CJ4yKLHZpqC,I Won't Let You Lie To Yourself,Corinne Bailey Rae
0,0.407,0.158,4,-12.455,0,0.0399,0.843,2.65e-05,0.117,0.123,80.555,15,spotify:track:4KlZys0q8DlZk1pjWbFTVI,Another Rainy Day,Corinne Bailey Rae
0,0.485,0.143,10,-14.867,1,0.0519,0.992,0.00403,0.0863,0.284,168.492,1,spotify:track:0ucPzepbN0JCBuSerw6HOS,Daydreaming,Corinne Bailey Rae
0,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,5,spotify:track:0Jlcvv8IykzHaSmj49uNW8,the 1,Taylor Swift
0,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,13,spotify:track:4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift
0,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,16,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift
0,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,14,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Taylor Swift
0,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,17,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,Taylor Swift
0,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,5,spotify:track:0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift
0,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,5,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,seven,Taylor Swift
0,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,2,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift
