,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clusters
0,0.6064378071413873,0.056829808448236076,-0.5913871919249996,0.6036807552864317,-1.4079368786040116,-0.08682598525250705,-0.7984212318183216,-0.2402821442996804,-0.4721833222872124,-0.32197117172404466,0.3340148589336779,13
1,0.638780147336758,1.343477004881267,0.5067262704384383,0.540343450778747,0.7102591140247093,0.3681451902344032,-0.6843805622159893,-0.2402893148477064,-0.5874092987606389,2.044975541430172,1.0866525922016292,4
2,-0.11803061323491787,-0.7785973642357109,0.5067262704384383,-0.15460051979561198,0.7102591140247093,-0.4314803546349105,-0.5397659865540505,-0.2402893148477064,-0.571228629723945,-0.1705211992187473,1.0794462702926986,10
3,0.27654593714860515,0.35168645763080586,1.6048397328018762,0.5085486285956063,-1.4079368786040116,-0.4033872549437007,-0.9821398333304973,-0.2390716746168731,0.6065279468257168,0.28815586036872415,-0.7066389232109281,9
4,0.43825763812545915,0.5795302319991548,-1.414972288697578,0.016485904332715847,-1.4079368786040116,0.19684580187336773,-0.8932003406031019,-0.23769844702321102,0.0818820113935194,1.486774214196362,1.829478901274322,11
5,0.2959513412658276,1.2005162052775966,-1.1404439231067185,0.5925778015081923,-1.4079368786040116,-0.36775698216460534,-0.982476146297153,-0.2402893148477064,0.6947861415713198,0.954535739392032,0.24178747149825425,13
6,0.638780147336758,-0.7383896393471787,-1.414972288697578,-0.04331864215462009,0.7102591140247093,-0.32390433874418023,0.5242059443202565,-0.2402893148477064,-0.540828584867126,-1.2523067171137274,0.40766820539256143,17
7,0.20539278871878938,0.5527250820734666,0.5067262704384383,0.1323098994284425,0.7102591140247093,-0.30471880724774425,-0.25542866019970983,-0.23824638512708607,-0.2172152041332474,1.2011828374720872,-0.8679522699798565,16
8,0.017807215585638764,1.2451914551537435,-1.414972288697578,0.5226796606770022,0.7102591140247093,-0.24716221275843633,-0.9451759809044329,-0.2402893148477064,-0.4182477588315659,0.4439329749456014,0.07177917294249377,19
9,1.2080053347752833,-0.6132989396939672,1.3303113672110167,-0.010514460537093867,0.7102591140247093,-0.35816421641638735,-0.8143196629693169,-0.24024534450603743,-0.7232288540080395,0.7727957723856752,0.6828617378209317,16
10,-1.7674899631988275,-1.194077188083877,1.0557830016201573,-0.8606474441482107,0.7102591140247093,-0.4013316622833683,1.4597674697442162,-0.2402893148477064,-0.5261188857428588,-1.6292007915483384,-0.350788717398094,14
11,-0.4996702275402933,-0.08613099115543413,1.0557830016201573,0.4709499896647496,-1.4079368786040116,-0.41366521824536284,1.4383657355024915,-0.2402893148477064,2.258917481785067,-0.25706404065034577,-1.234019889954649,8
12,-0.8166251614549267,0.03002465852254791,-0.3168588263341401,0.6274007019944892,-1.4079368786040116,-0.4054428476040331,1.2182336118733244,-0.2402893148477064,2.75414401896873,-0.7719939471683562,-0.6581569546874643,8
13,-0.6484449924389986,0.4186993324450263,1.0557830016201573,-0.10589892708651574,-1.4079368786040116,-0.04091774917174955,0.6923624276480924,-0.2378134463783453,3.7544035594189,-1.0186410452484118,0.6073137715174463,0
14,-0.3767693347978842,-1.2253498629971797,-1.1404439231067185,-0.959817008576578,0.7102591140247093,-0.3924240940885944,1.848056076701219,-0.24020069769757352,3.572983936886271,-1.0878753183936904,-0.051066624481579344,8
15,-1.049490010861596,-1.3147003627494738,0.23219790484757882,-0.7094958688489945,-1.4079368786040116,-0.2930704488391938,1.7013013276151077,-0.2402893148477064,2.322659511323558,-0.42582258144196283,1.020543892623926,8
16,-0.7778143532204818,-2.507082781943834,0.5067262704384383,-1.8091929726119058,0.7102591140247093,-0.24716221275843633,1.8174821706416124,-0.2402893148477064,2.3177562782821353,-1.3085595640442664,0.7345239610835474,8
17,-1.1917963077212277,-1.5961544369691991,-1.414972288697578,-0.6098216247034348,0.7102591140247093,-0.34720105556128106,1.5637187503468781,-0.2402893148477064,2.386401540862049,-1.2436524329705676,-0.7500798496478626,8
18,-0.34442699460251347,0.2668034828661267,-0.04233046074328063,0.39777143067180687,0.7102591140247093,-0.25606978095321015,0.4814024758368073,-0.2402893148477064,2.827692514590066,-0.9147896355304936,0.029082561444509658,0
19,-1.2758863922291916,-0.9751684636907572,-1.414972288697578,0.056607941849536325,-1.4079368786040116,-0.404757650050589,1.407791829442885,-0.2402893148477064,2.1461431218323517,-0.6638153953788584,0.334996001353204,8
20,-1.586372858104751,-0.2424943657219479,1.0557830016201573,0.29734016695045806,-1.4079368786040116,-0.4020168598368124,0.9705849727905117,-0.2402893148477064,2.3275627443649802,-0.7460310947388767,1.1021817084279166,8
21,-0.6355080563608506,0.7716338064665866,-0.04233046074328063,0.5496800255468122,0.7102591140247093,-0.26429215159453984,1.1142823312706625,-0.2402893148477064,2.3471756765306697,-0.17917548336190717,-0.1960050425935953,0
22,-3.6692195666866283,-2.405669964724981,-1.1404439231067185,-6.4603212462599044,0.7102591140247093,-0.6185392867251613,0.9889293164262757,-0.2402893148477064,-0.34469926321022987,-1.9186865961370352,-3.9868348591661973,14
23,-0.35736393068066175,-0.15314386596965404,-0.04233046074328063,0.25494707070627054,-1.4079368786040116,-0.4020168598368124,-0.12396086414340186,-0.117848824969466,0.41039862516882036,-0.4041868710840632,0.13836152748134706,6
